episode,steps,score,episode_reward,best_reward,epsilon,end_reason,wall_collisions_total,self_collisions_total,board_filled_total,pipes_passed_episode,pipes_passed_total,pipe_collisions_total,ground_collisions_total,ceiling_collisions_total
1,2048,0,45.5755,45.5755,0.999454,stagnation_timeout,0,0,0,0,0,0,0,0
2,3154,60,131.6942,131.6942,0.998908,wall_collision,1,0,0,0,0,0,0,0
3,3059,20,91.8656,131.6942,0.998363,stagnation_timeout,1,0,0,0,0,0,0,0
4,3047,40,117.4732,131.6942,0.997818,self_collision,1,1,0,0,0,0,0,0
5,4458,40,147.9437,147.9437,0.997273,wall_collision,2,1,0,0,0,0,0,0
6,2048,0,45.3473,147.9437,0.996728,stagnation_timeout,2,1,0,0,0,0,0,0
7,2048,0,46.9973,147.9437,0.996184,stagnation_timeout,2,1,0,0,0,0,0,0
8,2048,0,45.9293,147.9437,0.995640,stagnation_timeout,2,1,0,0,0,0,0,0
9,3411,10,98.2281,147.9437,0.995096,stagnation_timeout,2,1,0,0,0,0,0,0
10,4151,20,123.4899,147.9437,0.994553,stagnation_timeout,2,1,0,0,0,0,0,0
11,3090,20,91.0047,147.9437,0.994010,stagnation_timeout,2,1,0,0,0,0,0,0
12,2048,0,45.3832,147.9437,0.993467,stagnation_timeout,2,1,0,0,0,0,0,0
13,5881,70,202.7124,202.7124,0.992924,wall_collision,3,1,0,0,0,0,0,0
14,1447,20,49.7737,202.7124,0.992382,self_collision,3,2,0,0,0,0,0,0
15,2714,20,82.0735,202.7124,0.991840,wall_collision,4,2,0,0,0,0,0,0
16,3009,10,84.6445,202.7124,0.991299,stagnation_timeout,4,2,0,0,0,0,0,0
17,5416,40,167.3018,202.7124,0.990757,self_collision,4,3,0,0,0,0,0,0
18,2157,10,63.9478,202.7124,0.990216,stagnation_timeout,4,3,0,0,0,0,0,0
19,4671,30,152.8485,202.7124,0.989676,self_collision,4,4,0,0,0,0,0,0
20,3171,10,90.0418,202.7124,0.989135,stagnation_timeout,4,4,0,0,0,0,0,0
21,3178,20,99.4585,202.7124,0.988595,self_collision,4,5,0,0,0,0,0,0
22,2048,0,44.8191,202.7124,0.988055,stagnation_timeout,4,5,0,0,0,0,0,0
23,2577,30,87.6935,202.7124,0.987516,self_collision,4,6,0,0,0,0,0,0
24,4370,50,147.2616,202.7124,0.986976,wall_collision,5,6,0,0,0,0,0,0
25,4063,10,114.8992,202.7124,0.986437,stagnation_timeout,5,6,0,0,0,0,0,0
26,5245,80,197.8455,202.7124,0.985899,self_collision,5,7,0,0,0,0,0,0
27,2707,10,74.4978,202.7124,0.985360,stagnation_timeout,5,7,0,0,0,0,0,0
28,4215,70,176.9176,202.7124,0.984822,self_collision,5,8,0,0,0,0,0,0
29,2392,10,67.2648,202.7124,0.984284,stagnation_timeout,5,8,0,0,0,0,0,0
30,2909,20,86.6784,202.7124,0.983747,stagnation_timeout,5,8,0,0,0,0,0,0
31,5603,50,174.2935,202.7124,0.983210,self_collision,5,9,0,0,0,0,0,0
32,6615,40,195.8197,202.7124,0.982673,stagnation_timeout,5,9,0,0,0,0,0,0
33,5509,50,187.7894,202.7124,0.982136,wall_collision,6,9,0,0,0,0,0,0
34,1872,20,61.8098,202.7124,0.981600,wall_collision,7,9,0,0,0,0,0,0
35,5099,20,152.2028,202.7124,0.981064,stagnation_timeout,7,9,0,0,0,0,0,0
36,1944,40,77.2402,202.7124,0.980528,self_collision,7,10,0,0,0,0,0,0
37,4216,40,129.0788,202.7124,0.979993,wall_collision,8,10,0,0,0,0,0,0
38,2831,10,78.0848,202.7124,0.979458,stagnation_timeout,8,10,0,0,0,0,0,0
39,2432,10,68.4427,202.7124,0.978923,stagnation_timeout,8,10,0,0,0,0,0,0
40,2048,0,47.5255,202.7124,0.978388,stagnation_timeout,8,10,0,0,0,0,0,0
41,3203,30,110.0300,202.7124,0.977854,wall_collision,9,10,0,0,0,0,0,0
42,2048,0,45.0652,202.7124,0.977320,stagnation_timeout,9,10,0,0,0,0,0,0
43,2048,0,47.8255,202.7124,0.976786,stagnation_timeout,9,10,0,0,0,0,0,0
44,2164,40,88.6280,202.7124,0.976253,wall_collision,10,10,0,0,0,0,0,0
45,3601,40,127.0127,202.7124,0.975720,self_collision,10,11,0,0,0,0,0,0
46,4162,20,124.3723,202.7124,0.975187,self_collision,10,12,0,0,0,0,0,0
47,574,30,35.0946,202.7124,0.974654,wall_collision,11,12,0,0,0,0,0,0
48,3783,20,112.0094,202.7124,0.974122,stagnation_timeout,11,12,0,0,0,0,0,0
49,8108,80,273.2123,273.2123,0.973590,self_collision,11,13,0,0,0,0,0,0
50,3887,30,125.2217,273.2123,0.973059,self_collision,11,14,0,0,0,0,0,0
51,4955,20,146.5261,273.2123,0.972527,stagnation_timeout,11,14,0,0,0,0,0,0
52,2609,20,75.2513,273.2123,0.971996,stagnation_timeout,11,14,0,0,0,0,0,0
53,3659,60,145.8755,273.2123,0.971465,self_collision,11,15,0,0,0,0,0,0
54,4684,30,149.1594,273.2123,0.970935,stagnation_timeout,11,15,0,0,0,0,0,0
55,2665,40,101.8461,273.2123,0.970405,self_collision,11,16,0,0,0,0,0,0
56,2269,40,91.9457,273.2123,0.969875,self_collision,11,17,0,0,0,0,0,0
57,2048,0,47.0934,273.2123,0.969345,stagnation_timeout,11,17,0,0,0,0,0,0
58,2130,10,59.8694,273.2123,0.968816,stagnation_timeout,11,17,0,0,0,0,0,0
59,2867,20,86.3237,273.2123,0.968287,stagnation_timeout,11,17,0,0,0,0,0,0
60,2658,10,75.5022,273.2123,0.967758,stagnation_timeout,11,17,0,0,0,0,0,0
61,4197,40,146.3908,273.2123,0.967230,self_collision,11,18,0,0,0,0,0,0
62,2262,20,71.9798,273.2123,0.966701,self_collision,11,19,0,0,0,0,0,0
63,2919,60,122.1759,273.2123,0.966174,self_collision,11,20,0,0,0,0,0,0
64,5903,50,190.9384,273.2123,0.965646,self_collision,11,21,0,0,0,0,0,0
65,3157,50,126.1125,273.2123,0.965119,self_collision,11,22,0,0,0,0,0,0
66,2048,0,46.9075,273.2123,0.964592,stagnation_timeout,11,22,0,0,0,0,0,0
67,3232,60,141.9339,273.2123,0.964065,self_collision,11,23,0,0,0,0,0,0
68,2684,40,103.8740,273.2123,0.963538,wall_collision,12,23,0,0,0,0,0,0
69,3704,40,129.0688,273.2123,0.963012,self_collision,12,24,0,0,0,0,0,0
70,826,20,32.8355,273.2123,0.962486,wall_collision,13,24,0,0,0,0,0,0
71,3672,60,148.7759,273.2123,0.961961,self_collision,13,25,0,0,0,0,0,0
72,2671,30,93.6670,273.2123,0.961436,stagnation_timeout,13,25,0,0,0,0,0,0
73,5847,60,203.9477,273.2123,0.960911,self_collision,13,26,0,0,0,0,0,0
74,4468,50,150.4252,273.2123,0.960386,self_collision,13,27,0,0,0,0,0,0
75,4164,60,156.5397,273.2123,0.959861,self_collision,13,28,0,0,0,0,0,0
76,2048,0,46.1152,273.2123,0.959337,stagnation_timeout,13,28,0,0,0,0,0,0
77,4320,40,145.8268,273.2123,0.958813,self_collision,13,29,0,0,0,0,0,0
78,3682,40,128.7564,273.2123,0.958290,wall_collision,14,29,0,0,0,0,0,0
79,1661,70,108.3723,273.2123,0.957767,self_collision,14,30,0,0,0,0,0,0
80,1651,40,78.3572,273.2123,0.957244,self_collision,14,31,0,0,0,0,0,0
81,4346,60,165.6286,273.2123,0.956721,self_collision,14,32,0,0,0,0,0,0
82,1927,20,63.3008,273.2123,0.956198,self_collision,14,33,0,0,0,0,0,0
83,2779,20,81.1489,273.2123,0.955676,stagnation_timeout,14,33,0,0,0,0,0,0
84,2197,50,98.2779,273.2123,0.955154,self_collision,14,34,0,0,0,0,0,0
85,4468,60,170.9199,273.2123,0.954633,self_collision,14,35,0,0,0,0,0,0
86,1486,60,93.2278,273.2123,0.954111,self_collision,14,36,0,0,0,0,0,0
87,3360,50,119.0088,273.2123,0.953590,self_collision,14,37,0,0,0,0,0,0
88,2232,60,111.6576,273.2123,0.953070,self_collision,14,38,0,0,0,0,0,0
89,1922,60,104.1144,273.2123,0.952549,self_collision,14,39,0,0,0,0,0,0
90,2176,50,101.4982,273.2123,0.952029,wall_collision,15,39,0,0,0,0,0,0
91,2943,20,90.9914,273.2123,0.951509,stagnation_timeout,15,39,0,0,0,0,0,0
92,1833,40,79.6282,273.2123,0.950990,self_collision,15,40,0,0,0,0,0,0
93,4566,50,145.5533,273.2123,0.950470,self_collision,15,41,0,0,0,0,0,0
94,2477,30,87.7812,273.2123,0.949951,stagnation_timeout,15,41,0,0,0,0,0,0
95,2390,40,93.5255,273.2123,0.949433,wall_collision,16,41,0,0,0,0,0,0
96,2287,40,96.4134,273.2123,0.948914,wall_collision,17,41,0,0,0,0,0,0
97,620,20,25.0651,273.2123,0.948396,self_collision,17,42,0,0,0,0,0,0
98,1794,30,71.2796,273.2123,0.947878,wall_collision,18,42,0,0,0,0,0,0
99,5300,70,191.3400,273.2123,0.947360,self_collision,18,43,0,0,0,0,0,0
100,4161,50,146.6805,273.2123,0.946843,stagnation_timeout,18,43,0,0,0,0,0,0
101,2497,60,119.2701,273.2123,0.946326,self_collision,18,44,0,0,0,0,0,0
102,1785,40,84.4059,273.2123,0.945809,self_collision,18,45,0,0,0,0,0,0
103,502,30,35.8965,273.2123,0.945293,self_collision,18,46,0,0,0,0,0,0
104,2550,70,131.2208,273.2123,0.944777,self_collision,18,47,0,0,0,0,0,0
105,3996,50,148.7894,273.2123,0.944261,self_collision,18,48,0,0,0,0,0,0
106,3451,40,128.8621,273.2123,0.943745,wall_collision,19,48,0,0,0,0,0,0
107,2527,50,104.0838,273.2123,0.943230,self_collision,19,49,0,0,0,0,0,0
108,920,40,58.1031,273.2123,0.942715,wall_collision,20,49,0,0,0,0,0,0
109,1824,50,89.6781,273.2123,0.942200,self_collision,20,50,0,0,0,0,0,0
110,2067,40,87.5269,273.2123,0.941685,self_collision,20,51,0,0,0,0,0,0
111,1560,60,95.1249,273.2123,0.941171,self_collision,20,52,0,0,0,0,0,0
112,4297,60,156.3946,273.2123,0.940657,self_collision,20,53,0,0,0,0,0,0
113,3165,60,138.7089,273.2123,0.940144,wall_collision,21,53,0,0,0,0,0,0
114,1244,40,60.1002,273.2123,0.939630,self_collision,21,54,0,0,0,0,0,0
115,2574,40,102.2471,273.2123,0.939117,self_collision,21,55,0,0,0,0,0,0
116,2338,60,120.7416,273.2123,0.938604,wall_collision,22,55,0,0,0,0,0,0
117,3436,80,154.7560,273.2123,0.938092,self_collision,22,56,0,0,0,0,0,0
118,3297,60,137.9760,273.2123,0.937579,self_collision,22,57,0,0,0,0,0,0
119,1229,20,44.5065,273.2123,0.937067,self_collision,22,58,0,0,0,0,0,0
120,2459,40,102.5208,273.2123,0.936556,wall_collision,23,58,0,0,0,0,0,0
121,737,30,44.7514,273.2123,0.936044,wall_collision,24,58,0,0,0,0,0,0
122,1802,60,101.6116,273.2123,0.935533,wall_collision,25,58,0,0,0,0,0,0
123,4395,50,162.6371,273.2123,0.935022,wall_collision,26,58,0,0,0,0,0,0
124,3200,60,136.0497,273.2123,0.934512,wall_collision,27,58,0,0,0,0,0,0
125,2496,70,129.4451,273.2123,0.934001,self_collision,27,59,0,0,0,0,0,0
126,1821,40,83.1122,273.2123,0.933491,self_collision,27,60,0,0,0,0,0,0
127,2329,50,101.1113,273.2123,0.932982,self_collision,27,61,0,0,0,0,0,0
128,2773,10,78.0426,273.2123,0.932472,stagnation_timeout,27,61,0,0,0,0,0,0
129,2567,50,111.3394,273.2123,0.931963,self_collision,27,62,0,0,0,0,0,0
130,3558,80,168.6363,273.2123,0.931454,self_collision,27,63,0,0,0,0,0,0
131,3975,70,165.0396,273.2123,0.930945,self_collision,27,64,0,0,0,0,0,0
132,1835,80,122.9231,273.2123,0.930437,self_collision,27,65,0,0,0,0,0,0
133,865,20,32.5743,273.2123,0.929929,wall_collision,28,65,0,0,0,0,0,0
134,1977,50,90.6638,273.2123,0.929421,wall_collision,29,65,0,0,0,0,0,0
135,1380,50,78.7447,273.2123,0.928914,self_collision,29,66,0,0,0,0,0,0
136,2866,60,126.5322,273.2123,0.928406,self_collision,29,67,0,0,0,0,0,0
137,2436,60,115.2184,273.2123,0.927899,self_collision,29,68,0,0,0,0,0,0
138,2623,60,120.4439,273.2123,0.927393,self_collision,29,69,0,0,0,0,0,0
139,1645,40,79.5718,273.2123,0.926886,wall_collision,30,69,0,0,0,0,0,0
140,3464,60,133.9660,273.2123,0.926380,self_collision,30,70,0,0,0,0,0,0
141,2001,50,95.9041,273.2123,0.925874,wall_collision,31,70,0,0,0,0,0,0
142,2578,50,108.9046,273.2123,0.925369,wall_collision,32,70,0,0,0,0,0,0
143,2284,20,74.1882,273.2123,0.924863,self_collision,32,71,0,0,0,0,0,0
144,3633,60,151.9455,273.2123,0.924358,self_collision,32,72,0,0,0,0,0,0
145,1189,30,57.2913,273.2123,0.923854,wall_collision,33,72,0,0,0,0,0,0
146,1800,40,78.8523,273.2123,0.923349,wall_collision,34,72,0,0,0,0,0,0
147,3662,50,148.2546,273.2123,0.922845,wall_collision,35,72,0,0,0,0,0,0
148,1718,40,77.9245,273.2123,0.922341,self_collision,35,73,0,0,0,0,0,0
149,2361,40,99.4926,273.2123,0.921837,wall_collision,36,73,0,0,0,0,0,0
150,1717,70,109.5739,273.2123,0.921334,self_collision,36,74,0,0,0,0,0,0
151,1682,60,97.1771,273.2123,0.920831,self_collision,36,75,0,0,0,0,0,0
152,2940,60,129.7625,273.2123,0.920328,self_collision,36,76,0,0,0,0,0,0
153,1262,60,85.2385,273.2123,0.919825,self_collision,36,77,0,0,0,0,0,0
154,2047,50,97.1668,273.2123,0.919323,self_collision,36,78,0,0,0,0,0,0
155,1740,50,87.3873,273.2123,0.918821,wall_collision,37,78,0,0,0,0,0,0
156,2354,70,119.7333,273.2123,0.918319,self_collision,37,79,0,0,0,0,0,0
157,2907,60,128.2762,273.2123,0.917818,self_collision,37,80,0,0,0,0,0,0
158,1309,70,96.9068,273.2123,0.917317,self_collision,37,81,0,0,0,0,0,0
159,2569,40,97.8030,273.2123,0.916816,self_collision,37,82,0,0,0,0,0,0
160,1687,70,98.9951,273.2123,0.916315,self_collision,37,83,0,0,0,0,0,0
161,1863,60,106.9629,273.2123,0.915815,wall_collision,38,83,0,0,0,0,0,0
162,2638,60,127.2683,273.2123,0.915315,self_collision,38,84,0,0,0,0,0,0
163,4197,60,162.6374,273.2123,0.914815,wall_collision,39,84,0,0,0,0,0,0
164,1056,20,43.7870,273.2123,0.914315,self_collision,39,85,0,0,0,0,0,0
165,1200,50,78.4711,273.2123,0.913816,self_collision,39,86,0,0,0,0,0,0
166,3969,100,194.2530,273.2123,0.913317,self_collision,39,87,0,0,0,0,0,0
167,3038,70,145.0986,273.2123,0.912818,self_collision,39,88,0,0,0,0,0,0
168,3775,60,153.2183,273.2123,0.912320,self_collision,39,89,0,0,0,0,0,0
169,3553,70,147.0863,273.2123,0.911822,self_collision,39,90,0,0,0,0,0,0
170,1048,60,84.7269,273.2123,0.911324,self_collision,39,91,0,0,0,0,0,0
171,2914,70,139.0175,273.2123,0.910826,self_collision,39,92,0,0,0,0,0,0
172,2613,60,120.8173,273.2123,0.910329,self_collision,39,93,0,0,0,0,0,0
173,1619,50,89.8052,273.2123,0.909832,wall_collision,40,93,0,0,0,0,0,0
174,2939,70,134.2721,273.2123,0.909335,self_collision,40,94,0,0,0,0,0,0
175,1738,50,93.5479,273.2123,0.908838,self_collision,40,95,0,0,0,0,0,0
176,1970,60,104.3617,273.2123,0.908342,wall_collision,41,95,0,0,0,0,0,0
177,1508,40,69.0469,273.2123,0.907846,wall_collision,42,95,0,0,0,0,0,0
178,4173,70,175.3314,273.2123,0.907350,self_collision,42,96,0,0,0,0,0,0
179,1771,40,84.3610,273.2123,0.906855,self_collision,42,97,0,0,0,0,0,0
180,890,60,79.8475,273.2123,0.906359,self_collision,42,98,0,0,0,0,0,0
181,1100,30,52.8778,273.2123,0.905865,wall_collision,43,98,0,0,0,0,0,0
182,1596,40,79.0587,273.2123,0.905370,self_collision,43,99,0,0,0,0,0,0
183,1751,60,105.7533,273.2123,0.904875,self_collision,43,100,0,0,0,0,0,0
184,1825,80,125.7935,273.2123,0.904381,self_collision,43,101,0,0,0,0,0,0
185,1857,60,105.9473,273.2123,0.903887,self_collision,43,102,0,0,0,0,0,0
186,3419,80,162.5151,273.2123,0.903394,self_collision,43,103,0,0,0,0,0,0
187,1985,40,84.1563,273.2123,0.902901,self_collision,43,104,0,0,0,0,0,0
188,3163,60,134.3995,273.2123,0.902408,self_collision,43,105,0,0,0,0,0,0
189,2442,60,121.6969,273.2123,0.901915,self_collision,43,106,0,0,0,0,0,0
190,2254,30,85.0222,273.2123,0.901422,wall_collision,44,106,0,0,0,0,0,0
191,1798,40,80.3425,273.2123,0.900930,wall_collision,45,106,0,0,0,0,0,0
192,1564,40,76.0074,273.2123,0.900438,self_collision,45,107,0,0,0,0,0,0
193,3689,70,155.3285,273.2123,0.899946,self_collision,45,108,0,0,0,0,0,0
194,1927,50,99.5418,273.2123,0.899455,self_collision,45,109,0,0,0,0,0,0
195,1132,60,85.9884,273.2123,0.898964,self_collision,45,110,0,0,0,0,0,0
196,1028,60,82.1421,273.2123,0.898473,self_collision,45,111,0,0,0,0,0,0
197,1270,60,87.4303,273.2123,0.897982,self_collision,45,112,0,0,0,0,0,0
198,2504,60,122.1291,273.2123,0.897492,self_collision,45,113,0,0,0,0,0,0
199,1762,60,104.1158,273.2123,0.897002,self_collision,45,114,0,0,0,0,0,0
200,2544,70,139.6110,273.2123,0.896512,self_collision,45,115,0,0,0,0,0,0
201,1498,60,93.2207,273.2123,0.896022,self_collision,45,116,0,0,0,0,0,0
202,2417,80,130.5903,273.2123,0.895533,self_collision,45,117,0,0,0,0,0,0
203,2620,80,144.7374,273.2123,0.895044,wall_collision,46,117,0,0,0,0,0,0
204,1440,60,91.2437,273.2123,0.894555,self_collision,46,118,0,0,0,0,0,0
205,2079,60,107.8095,273.2123,0.894067,self_collision,46,119,0,0,0,0,0,0
206,1573,40,75.5398,273.2123,0.893579,wall_collision,47,119,0,0,0,0,0,0
207,3381,70,144.5109,273.2123,0.893091,self_collision,47,120,0,0,0,0,0,0
208,1484,60,94.3807,273.2123,0.892603,self_collision,47,121,0,0,0,0,0,0
209,2020,60,106.9917,273.2123,0.892116,self_collision,47,122,0,0,0,0,0,0
210,2023,80,129.6867,273.2123,0.891628,self_collision,47,123,0,0,0,0,0,0
211,142,20,13.6552,273.2123,0.891141,wall_collision,48,123,0,0,0,0,0,0
212,1062,60,82.9583,273.2123,0.890655,self_collision,48,124,0,0,0,0,0,0
213,2204,70,120.4817,273.2123,0.890169,self_collision,48,125,0,0,0,0,0,0
214,1825,60,102.2393,273.2123,0.889682,self_collision,48,126,0,0,0,0,0,0
215,1141,40,65.0307,273.2123,0.889197,self_collision,48,127,0,0,0,0,0,0
216,2775,60,114.0973,273.2123,0.888711,self_collision,48,128,0,0,0,0,0,0
217,1613,50,85.0120,273.2123,0.888226,self_collision,48,129,0,0,0,0,0,0
218,1145,40,58.9103,273.2123,0.887741,wall_collision,49,129,0,0,0,0,0,0
219,1431,40,68.8090,273.2123,0.887256,self_collision,49,130,0,0,0,0,0,0
220,844,50,69.0540,273.2123,0.886771,wall_collision,50,130,0,0,0,0,0,0
221,2090,110,161.9537,273.2123,0.886287,self_collision,50,131,0,0,0,0,0,0
222,2708,80,145.8901,273.2123,0.885803,wall_collision,51,131,0,0,0,0,0,0
223,1359,40,67.5716,273.2123,0.885320,self_collision,51,132,0,0,0,0,0,0
224,2419,60,116.4499,273.2123,0.884836,self_collision,51,133,0,0,0,0,0,0
225,2985,80,161.6212,273.2123,0.884353,self_collision,51,134,0,0,0,0,0,0
226,2258,40,82.8227,273.2123,0.883870,wall_collision,52,134,0,0,0,0,0,0
227,1335,70,103.4432,273.2123,0.883387,self_collision,52,135,0,0,0,0,0,0
228,1575,60,94.1041,273.2123,0.882905,self_collision,52,136,0,0,0,0,0,0
229,1996,40,84.2853,273.2123,0.882423,self_collision,52,137,0,0,0,0,0,0
230,806,40,55.7896,273.2123,0.881941,self_collision,52,138,0,0,0,0,0,0
231,1719,70,111.5293,273.2123,0.881459,self_collision,52,139,0,0,0,0,0,0
232,852,30,50.2147,273.2123,0.880978,wall_collision,53,139,0,0,0,0,0,0
233,1326,60,92.9805,273.2123,0.880497,self_collision,53,140,0,0,0,0,0,0
234,2161,70,121.1043,273.2123,0.880016,self_collision,53,141,0,0,0,0,0,0
235,1478,60,90.4199,273.2123,0.879536,self_collision,53,142,0,0,0,0,0,0
236,1846,50,93.5152,273.2123,0.879055,wall_collision,54,142,0,0,0,0,0,0
237,2063,60,110.2592,273.2123,0.878575,wall_collision,55,142,0,0,0,0,0,0
238,2559,80,134.9570,273.2123,0.878095,self_collision,55,143,0,0,0,0,0,0
239,1495,70,101.2233,273.2123,0.877616,self_collision,55,144,0,0,0,0,0,0
240,1609,50,86.9784,273.2123,0.877137,wall_collision,56,144,0,0,0,0,0,0
241,1455,60,95.4386,273.2123,0.876658,self_collision,56,145,0,0,0,0,0,0
242,1941,80,122.8242,273.2123,0.876179,self_collision,56,146,0,0,0,0,0,0
243,3544,100,179.3578,273.2123,0.875701,self_collision,56,147,0,0,0,0,0,0
244,1039,90,111.6126,273.2123,0.875222,self_collision,56,148,0,0,0,0,0,0
245,1472,60,90.5695,273.2123,0.874744,self_collision,56,149,0,0,0,0,0,0
246,1626,60,97.5855,273.2123,0.874267,self_collision,56,150,0,0,0,0,0,0
247,2132,90,136.5965,273.2123,0.873789,self_collision,56,151,0,0,0,0,0,0
248,829,40,55.7238,273.2123,0.873312,self_collision,56,152,0,0,0,0,0,0
249,748,60,74.4338,273.2123,0.872835,self_collision,56,153,0,0,0,0,0,0
250,1239,40,68.3236,273.2123,0.872359,self_collision,56,154,0,0,0,0,0,0
251,1368,70,103.4927,273.2123,0.871882,self_collision,56,155,0,0,0,0,0,0
252,1759,50,95.6167,273.2123,0.871406,self_collision,56,156,0,0,0,0,0,0
253,1133,40,64.3772,273.2123,0.870930,self_collision,56,157,0,0,0,0,0,0
254,1905,60,112.6460,273.2123,0.870455,self_collision,56,158,0,0,0,0,0,0
255,1578,60,98.4165,273.2123,0.869979,self_collision,56,159,0,0,0,0,0,0
256,1947,80,126.4472,273.2123,0.869504,self_collision,56,160,0,0,0,0,0,0
257,710,40,58.5715,273.2123,0.869030,self_collision,56,161,0,0,0,0,0,0
258,1212,70,95.1722,273.2123,0.868555,self_collision,56,162,0,0,0,0,0,0
259,2104,60,112.0929,273.2123,0.868081,self_collision,56,163,0,0,0,0,0,0
260,1773,60,102.2362,273.2123,0.867607,self_collision,56,164,0,0,0,0,0,0
261,2426,60,116.6315,273.2123,0.867133,self_collision,56,165,0,0,0,0,0,0
262,1037,40,63.4411,273.2123,0.866659,self_collision,56,166,0,0,0,0,0,0
263,1136,60,84.3122,273.2123,0.866186,self_collision,56,167,0,0,0,0,0,0
264,1595,50,88.2507,273.2123,0.865713,wall_collision,57,167,0,0,0,0,0,0
265,1300,60,92.5628,273.2123,0.865240,self_collision,57,168,0,0,0,0,0,0
266,682,20,28.6209,273.2123,0.864768,wall_collision,58,168,0,0,0,0,0,0
267,2270,60,117.5927,273.2123,0.864296,self_collision,58,169,0,0,0,0,0,0
268,1556,80,113.2327,273.2123,0.863824,self_collision,58,170,0,0,0,0,0,0
269,1364,40,70.7622,273.2123,0.863352,self_collision,58,171,0,0,0,0,0,0
270,1337,70,103.1326,273.2123,0.862881,wall_collision,59,171,0,0,0,0,0,0
271,2538,90,148.2096,273.2123,0.862409,self_collision,59,172,0,0,0,0,0,0
272,924,40,57.8391,273.2123,0.861938,wall_collision,60,172,0,0,0,0,0,0
273,1130,60,80.8334,273.2123,0.861468,self_collision,60,173,0,0,0,0,0,0
274,991,50,74.5915,273.2123,0.860997,self_collision,60,174,0,0,0,0,0,0
275,2257,80,136.1368,273.2123,0.860527,self_collision,60,175,0,0,0,0,0,0
276,1258,60,88.8968,273.2123,0.860057,self_collision,60,176,0,0,0,0,0,0
277,1872,70,117.5023,273.2123,0.859588,wall_collision,61,176,0,0,0,0,0,0
278,1771,80,124.9170,273.2123,0.859118,self_collision,61,177,0,0,0,0,0,0
279,1454,50,77.6364,273.2123,0.858649,wall_collision,62,177,0,0,0,0,0,0
280,1498,70,104.8010,273.2123,0.858180,self_collision,62,178,0,0,0,0,0,0
281,1712,80,125.5790,273.2123,0.857712,self_collision,62,179,0,0,0,0,0,0
282,1149,80,110.9362,273.2123,0.857243,self_collision,62,180,0,0,0,0,0,0
283,1416,60,91.2572,273.2123,0.856775,self_collision,62,181,0,0,0,0,0,0
284,1791,80,123.3566,273.2123,0.856307,self_collision,62,182,0,0,0,0,0,0
285,1623,70,109.4047,273.2123,0.855840,self_collision,62,183,0,0,0,0,0,0
286,1418,80,113.9620,273.2123,0.855372,self_collision,62,184,0,0,0,0,0,0
287,1014,70,96.4907,273.2123,0.854905,wall_collision,63,184,0,0,0,0,0,0
288,1221,80,111.7695,273.2123,0.854438,self_collision,63,185,0,0,0,0,0,0
289,425,40,44.9962,273.2123,0.853972,self_collision,63,186,0,0,0,0,0,0
290,1793,80,122.5636,273.2123,0.853505,self_collision,63,187,0,0,0,0,0,0
291,1505,60,89.9516,273.2123,0.853039,self_collision,63,188,0,0,0,0,0,0
292,721,60,72.8535,273.2123,0.852574,self_collision,63,189,0,0,0,0,0,0
293,1377,60,89.9291,273.2123,0.852108,self_collision,63,190,0,0,0,0,0,0
294,3326,80,159.4198,273.2123,0.851643,self_collision,63,191,0,0,0,0,0,0
295,1921,40,86.8764,273.2123,0.851178,self_collision,63,192,0,0,0,0,0,0
296,1391,80,116.9010,273.2123,0.850713,self_collision,63,193,0,0,0,0,0,0
297,1709,70,111.9928,273.2123,0.850248,self_collision,63,194,0,0,0,0,0,0
298,1734,100,142.3814,273.2123,0.849784,self_collision,63,195,0,0,0,0,0,0
299,1487,90,120.9652,273.2123,0.849320,self_collision,63,196,0,0,0,0,0,0
300,1467,50,86.5820,273.2123,0.848856,wall_collision,64,196,0,0,0,0,0,0
301,1829,70,115.0455,273.2123,0.848393,self_collision,64,197,0,0,0,0,0,0
302,1154,40,61.2315,273.2123,0.847929,self_collision,64,198,0,0,0,0,0,0
303,1595,100,145.2036,273.2123,0.847466,self_collision,64,199,0,0,0,0,0,0
304,1711,90,128.1953,273.2123,0.847004,self_collision,64,200,0,0,0,0,0,0
305,1380,50,84.3362,273.2123,0.846541,wall_collision,65,200,0,0,0,0,0,0
306,1388,80,112.3392,273.2123,0.846079,self_collision,65,201,0,0,0,0,0,0
307,776,40,56.1824,273.2123,0.845617,wall_collision,66,201,0,0,0,0,0,0
308,1056,70,88.0344,273.2123,0.845155,self_collision,66,202,0,0,0,0,0,0
309,1173,40,63.4500,273.2123,0.844693,wall_collision,67,202,0,0,0,0,0,0
310,518,50,53.8495,273.2123,0.844232,self_collision,67,203,0,0,0,0,0,0
311,1158,70,98.9915,273.2123,0.843771,self_collision,67,204,0,0,0,0,0,0
312,694,40,51.2450,273.2123,0.843310,self_collision,67,205,0,0,0,0,0,0
313,1319,40,70.9267,273.2123,0.842850,wall_collision,68,205,0,0,0,0,0,0
314,934,70,88.9890,273.2123,0.842390,self_collision,68,206,0,0,0,0,0,0
315,748,50,67.2323,273.2123,0.841930,wall_collision,69,206,0,0,0,0,0,0
316,666,50,61.9947,273.2123,0.841470,self_collision,69,207,0,0,0,0,0,0
317,1520,60,96.5459,273.2123,0.841010,wall_collision,70,207,0,0,0,0,0,0
318,1025,40,61.0364,273.2123,0.840551,wall_collision,71,207,0,0,0,0,0,0
