episode,steps,score,episode_reward,best_reward,epsilon,end_reason,wall_collisions_total,self_collisions_total,board_filled_total,pipes_passed_episode,pipes_passed_total,pipe_collisions_total,ground_collisions_total,ceiling_collisions_total
4144,3380,910,2151.5700,5237.9900,0.007000,wall_collision,1139,3005,0,0,0,0,0,0
4145,693,250,535.9500,5237.9900,0.007000,wall_collision,1140,3005,0,0,0,0,0,0
4146,2058,740,1619.6200,5237.9900,0.007000,self_collision,1140,3006,0,0,0,0,0,0
4147,6494,1530,3710.2900,5237.9900,0.007000,self_collision,1140,3007,0,0,0,0,0,0
4148,2391,710,1649.5500,5237.9900,0.007000,self_collision,1140,3008,0,0,0,0,0,0
4149,2640,900,1978.3800,5237.9900,0.007000,self_collision,1140,3009,0,0,0,0,0,0
4150,4218,1090,2687.9700,5237.9900,0.007000,wall_collision,1141,3009,0,0,0,0,0,0
4151,2493,900,2000.9600,5237.9900,0.007000,self_collision,1141,3010,0,0,0,0,0,0
4152,2266,650,1541.1200,5237.9900,0.007000,wall_collision,1142,3010,0,0,0,0,0,0
4153,1976,680,1483.2800,5237.9900,0.007000,self_collision,1142,3011,0,0,0,0,0,0
4154,1486,550,1224.7600,5237.9900,0.007000,wall_collision,1143,3011,0,0,0,0,0,0
4155,900,290,617.2300,5237.9900,0.007000,self_collision,1143,3012,0,0,0,0,0,0
4156,706,260,529.2400,5237.9900,0.007000,self_collision,1143,3013,0,0,0,0,0,0
4157,4196,1230,2902.1500,5237.9900,0.007000,self_collision,1143,3014,0,0,0,0,0,0
4158,886,270,596.4200,5237.9900,0.007000,wall_collision,1144,3014,0,0,0,0,0,0
4159,1466,480,1061.3700,5237.9900,0.007000,self_collision,1144,3015,0,0,0,0,0,0
4160,4675,1160,2795.2700,5237.9900,0.007000,wall_collision,1145,3015,0,0,0,0,0,0
4161,3853,1230,2772.4000,5237.9900,0.007000,self_collision,1145,3016,0,0,0,0,0,0
4162,4710,1180,2844.1300,5237.9900,0.007000,self_collision,1145,3017,0,0,0,0,0,0
4163,2793,950,2123.5000,5237.9900,0.007000,self_collision,1145,3018,0,0,0,0,0,0
4164,3137,940,2239.7400,5237.9900,0.007000,wall_collision,1146,3018,0,0,0,0,0,0
4165,3129,870,2054.5400,5237.9900,0.007000,self_collision,1146,3019,0,0,0,0,0,0
4166,2123,720,1657.8700,5237.9900,0.007000,wall_collision,1147,3019,0,0,0,0,0,0
4167,2656,890,2035.1400,5237.9900,0.007000,wall_collision,1148,3019,0,0,0,0,0,0
4168,3254,1150,2564.2400,5237.9900,0.007000,self_collision,1148,3020,0,0,0,0,0,0
4169,1516,540,1209.7400,5237.9900,0.007000,wall_collision,1149,3020,0,0,0,0,0,0
4170,3478,1140,2579.7300,5237.9900,0.007000,self_collision,1149,3021,0,0,0,0,0,0
4171,828,250,540.4000,5237.9900,0.007000,self_collision,1149,3022,0,0,0,0,0,0
4172,1718,480,1171.0200,5237.9900,0.007000,wall_collision,1150,3022,0,0,0,0,0,0
4173,2526,900,2029.3200,5237.9900,0.007000,wall_collision,1151,3022,0,0,0,0,0,0
4174,1321,470,1050.9900,5237.9900,0.007000,wall_collision,1152,3022,0,0,0,0,0,0
4175,2930,1050,2338.0500,5237.9900,0.007000,self_collision,1152,3023,0,0,0,0,0,0
4176,3403,1060,2404.0500,5237.9900,0.007000,wall_collision,1153,3023,0,0,0,0,0,0
4177,2307,770,1757.6100,5237.9900,0.007000,wall_collision,1154,3023,0,0,0,0,0,0
4178,4543,1180,2827.6800,5237.9900,0.007000,self_collision,1154,3024,0,0,0,0,0,0
4179,2204,620,1464.2400,5237.9900,0.007000,self_collision,1154,3025,0,0,0,0,0,0
4180,2338,820,1846.0400,5237.9900,0.007000,self_collision,1154,3026,0,0,0,0,0,0
4181,4191,1190,2755.2400,5237.9900,0.007000,self_collision,1154,3027,0,0,0,0,0,0
4182,368,100,195.1600,5237.9900,0.007000,wall_collision,1155,3027,0,0,0,0,0,0
4183,3150,1070,2426.4800,5237.9900,0.007000,self_collision,1155,3028,0,0,0,0,0,0
4184,2833,860,1993.9000,5237.9900,0.007000,self_collision,1155,3029,0,0,0,0,0,0
4185,4018,1350,3048.2100,5237.9900,0.007000,self_collision,1155,3030,0,0,0,0,0,0
4186,3332,1090,2521.9900,5237.9900,0.007000,self_collision,1155,3031,0,0,0,0,0,0
4187,5702,1460,3488.5200,5237.9900,0.007000,self_collision,1155,3032,0,0,0,0,0,0
4188,5046,1630,3705.9700,5237.9900,0.007000,self_collision,1155,3033,0,0,0,0,0,0
4189,1877,560,1319.9600,5237.9900,0.007000,wall_collision,1156,3033,0,0,0,0,0,0
4190,2073,660,1544.1200,5237.9900,0.007000,wall_collision,1157,3033,0,0,0,0,0,0
4191,5275,1620,3719.0500,5237.9900,0.007000,self_collision,1157,3034,0,0,0,0,0,0
4192,6233,1880,4350.5400,5237.9900,0.007000,wall_collision,1158,3034,0,0,0,0,0,0
4193,2180,750,1672.7000,5237.9900,0.007000,self_collision,1158,3035,0,0,0,0,0,0
4194,981,310,699.5300,5237.9900,0.007000,wall_collision,1159,3035,0,0,0,0,0,0
4195,3913,1310,2954.2600,5237.9900,0.007000,self_collision,1159,3036,0,0,0,0,0,0
4196,2159,610,1466.9000,5237.9900,0.007000,wall_collision,1160,3036,0,0,0,0,0,0
4197,183,60,65.7400,5237.9900,0.007000,self_collision,1160,3037,0,0,0,0,0,0
4198,672,260,503.2200,5237.9900,0.007000,self_collision,1160,3038,0,0,0,0,0,0
4199,4057,1020,2545.8200,5237.9900,0.007000,self_collision,1160,3039,0,0,0,0,0,0
4200,817,300,625.9600,5237.9900,0.007000,self_collision,1160,3040,0,0,0,0,0,0
4201,61,10,-20.4700,5237.9900,0.007000,wall_collision,1161,3040,0,0,0,0,0,0
4202,1997,720,1583.0000,5237.9900,0.007000,self_collision,1161,3041,0,0,0,0,0,0
4203,6206,1670,4003.9200,5237.9900,0.007000,self_collision,1161,3042,0,0,0,0,0,0
4204,2328,660,1537.1300,5237.9900,0.007000,wall_collision,1162,3042,0,0,0,0,0,0
4205,119,40,42.1600,5237.9900,0.007000,wall_collision,1163,3042,0,0,0,0,0,0
4206,4915,1610,3643.8200,5237.9900,0.007000,wall_collision,1164,3042,0,0,0,0,0,0
4207,585,180,338.2600,5237.9900,0.007000,self_collision,1164,3043,0,0,0,0,0,0
4208,5615,1630,3707.5300,5237.9900,0.007000,self_collision,1164,3044,0,0,0,0,0,0
4209,913,300,640.1500,5237.9900,0.007000,self_collision,1164,3045,0,0,0,0,0,0
4210,3390,970,2268.2400,5237.9900,0.007000,self_collision,1164,3046,0,0,0,0,0,0
4211,556,140,301.6900,5237.9900,0.007000,wall_collision,1165,3046,0,0,0,0,0,0
4212,3148,1080,2428.2900,5237.9900,0.007000,wall_collision,1166,3046,0,0,0,0,0,0
4213,3562,1210,2675.5600,5237.9900,0.007000,self_collision,1166,3047,0,0,0,0,0,0
4214,2614,880,1942.8300,5237.9900,0.007000,self_collision,1166,3048,0,0,0,0,0,0
4215,551,200,375.2300,5237.9900,0.007000,self_collision,1166,3049,0,0,0,0,0,0
4216,4164,1260,2857.9000,5237.9900,0.007000,self_collision,1166,3050,0,0,0,0,0,0
4217,6049,1570,3722.2000,5237.9900,0.007000,self_collision,1166,3051,0,0,0,0,0,0
4218,3546,1150,2598.8300,5237.9900,0.007000,self_collision,1166,3052,0,0,0,0,0,0
4219,1300,420,956.6000,5237.9900,0.007000,wall_collision,1167,3052,0,0,0,0,0,0
4220,1475,460,1032.4200,5237.9900,0.007000,self_collision,1167,3053,0,0,0,0,0,0
4221,2848,870,1997.7100,5237.9900,0.007000,wall_collision,1168,3053,0,0,0,0,0,0
4222,465,130,225.8700,5237.9900,0.007000,self_collision,1168,3054,0,0,0,0,0,0
4223,4375,1180,2688.9100,5237.9900,0.007000,self_collision,1168,3055,0,0,0,0,0,0
4224,8103,1890,4480.8000,5237.9900,0.007000,self_collision,1168,3056,0,0,0,0,0,0
4225,2615,750,1764.4900,5237.9900,0.007000,self_collision,1168,3057,0,0,0,0,0,0
4226,5858,1500,3622.1300,5237.9900,0.007000,self_collision,1168,3058,0,0,0,0,0,0
4227,2418,690,1598.5900,5237.9900,0.007000,self_collision,1168,3059,0,0,0,0,0,0
4228,4710,1220,2907.2300,5237.9900,0.007000,self_collision,1168,3060,0,0,0,0,0,0
4229,1737,410,1036.2700,5237.9900,0.007000,wall_collision,1169,3060,0,0,0,0,0,0
4230,3007,1020,2292.2300,5237.9900,0.007000,self_collision,1169,3061,0,0,0,0,0,0
4231,4056,1090,2646.0200,5237.9900,0.007000,wall_collision,1170,3061,0,0,0,0,0,0
4232,3088,1090,2450.2600,5237.9900,0.007000,self_collision,1170,3062,0,0,0,0,0,0
4233,4167,1260,2906.5700,5237.9900,0.007000,self_collision,1170,3063,0,0,0,0,0,0
4234,2545,670,1615.6100,5237.9900,0.007000,self_collision,1170,3064,0,0,0,0,0,0
4235,6016,1530,3656.5600,5237.9900,0.007000,self_collision,1170,3065,0,0,0,0,0,0
4236,52,20,-33.7400,5237.9900,0.007000,self_collision,1170,3066,0,0,0,0,0,0
4237,2335,790,1774.9900,5237.9900,0.007000,wall_collision,1171,3066,0,0,0,0,0,0
4238,5024,1270,3035.5600,5237.9900,0.007000,self_collision,1171,3067,0,0,0,0,0,0
4239,4239,1220,2794.1000,5237.9900,0.007000,self_collision,1171,3068,0,0,0,0,0,0
4240,859,270,572.4500,5237.9900,0.007000,self_collision,1171,3069,0,0,0,0,0,0
4241,2261,670,1607.1800,5237.9900,0.007000,wall_collision,1172,3069,0,0,0,0,0,0
4242,6292,1580,3757.4300,5237.9900,0.007000,self_collision,1172,3070,0,0,0,0,0,0
4243,1688,600,1340.3600,5237.9900,0.007000,self_collision,1172,3071,0,0,0,0,0,0
4244,2784,920,2057.4700,5237.9900,0.007000,self_collision,1172,3072,0,0,0,0,0,0
4245,4584,1230,2925.0100,5237.9900,0.007000,self_collision,1172,3073,0,0,0,0,0,0
4246,4177,1300,2955.6700,5237.9900,0.007000,wall_collision,1173,3073,0,0,0,0,0,0
4247,214,90,125.2700,5237.9900,0.007000,self_collision,1173,3074,0,0,0,0,0,0
4248,1987,630,1421.5200,5237.9900,0.007000,self_collision,1173,3075,0,0,0,0,0,0
4249,2192,700,1567.2600,5237.9900,0.007000,self_collision,1173,3076,0,0,0,0,0,0
4250,1256,440,956.1600,5237.9900,0.007000,self_collision,1173,3077,0,0,0,0,0,0
4251,3031,1070,2416.3300,5237.9900,0.007000,self_collision,1173,3078,0,0,0,0,0,0
4252,4941,1270,3060.3200,5237.9900,0.007000,self_collision,1173,3079,0,0,0,0,0,0
4253,2485,790,1809.5100,5237.9900,0.007000,self_collision,1173,3080,0,0,0,0,0,0
4254,3063,770,1834.2000,5237.9900,0.007000,self_collision,1173,3081,0,0,0,0,0,0
4255,579,260,497.4100,5237.9900,0.007000,self_collision,1173,3082,0,0,0,0,0,0
4256,2545,840,1889.4100,5237.9900,0.007000,self_collision,1173,3083,0,0,0,0,0,0
4257,1831,550,1269.5400,5237.9900,0.007000,self_collision,1173,3084,0,0,0,0,0,0
4258,4940,1620,3675.1600,5237.9900,0.007000,self_collision,1173,3085,0,0,0,0,0,0
4259,3322,1010,2269.5700,5237.9900,0.007000,self_collision,1173,3086,0,0,0,0,0,0
4260,3524,1120,2527.2900,5237.9900,0.007000,self_collision,1173,3087,0,0,0,0,0,0
4261,630,220,473.3400,5237.9900,0.007000,wall_collision,1174,3087,0,0,0,0,0,0
4262,4207,1130,2642.8100,5237.9900,0.007000,self_collision,1174,3088,0,0,0,0,0,0
4263,4025,1160,2718.4000,5237.9900,0.007000,self_collision,1174,3089,0,0,0,0,0,0
4264,3400,1080,2385.0200,5237.9900,0.007000,self_collision,1174,3090,0,0,0,0,0,0
4265,2576,850,1949.2200,5237.9900,0.007000,self_collision,1174,3091,0,0,0,0,0,0
4266,434,140,282.8200,5237.9900,0.007000,wall_collision,1175,3091,0,0,0,0,0,0
4267,1686,590,1299.3800,5237.9900,0.007000,self_collision,1175,3092,0,0,0,0,0,0
4268,2196,620,1417.8700,5237.9900,0.007000,self_collision,1175,3093,0,0,0,0,0,0
4269,1083,350,755.8400,5237.9900,0.007000,self_collision,1175,3094,0,0,0,0,0,0
4270,3408,890,2147.3800,5237.9900,0.007000,self_collision,1175,3095,0,0,0,0,0,0
4271,7321,1810,4197.6000,5237.9900,0.007000,self_collision,1175,3096,0,0,0,0,0,0
4272,3285,880,2056.2200,5237.9900,0.007000,self_collision,1175,3097,0,0,0,0,0,0
4273,589,200,430.3200,5237.9900,0.007000,wall_collision,1176,3097,0,0,0,0,0,0
4274,1305,460,985.5300,5237.9900,0.007000,self_collision,1176,3098,0,0,0,0,0,0
4275,908,340,708.1500,5237.9900,0.007000,self_collision,1176,3099,0,0,0,0,0,0
4276,3238,850,2025.8000,5237.9900,0.007000,self_collision,1176,3100,0,0,0,0,0,0
4277,4343,1210,2848.4500,5237.9900,0.007000,self_collision,1176,3101,0,0,0,0,0,0
4278,2912,930,2073.8800,5237.9900,0.007000,self_collision,1176,3102,0,0,0,0,0,0
4279,2441,770,1761.6600,5237.9900,0.007000,self_collision,1176,3103,0,0,0,0,0,0
4280,5176,1580,3655.6300,5237.9900,0.007000,self_collision,1176,3104,0,0,0,0,0,0
4281,689,210,430.8900,5237.9900,0.007000,self_collision,1176,3105,0,0,0,0,0,0
4282,2541,840,1854.0900,5237.9900,0.007000,self_collision,1176,3106,0,0,0,0,0,0
4283,3561,1040,2390.7000,5237.9900,0.007000,self_collision,1176,3107,0,0,0,0,0,0
4284,3117,850,2046.5300,5237.9900,0.007000,self_collision,1176,3108,0,0,0,0,0,0
4285,2232,730,1674.6800,5237.9900,0.007000,wall_collision,1177,3108,0,0,0,0,0,0
4286,5472,1430,3385.0300,5237.9900,0.007000,self_collision,1177,3109,0,0,0,0,0,0
4287,849,330,686.6900,5237.9900,0.007000,self_collision,1177,3110,0,0,0,0,0,0
4288,3671,1020,2395.7800,5237.9900,0.007000,self_collision,1177,3111,0,0,0,0,0,0
4289,4802,1310,3113.1100,5237.9900,0.007000,self_collision,1177,3112,0,0,0,0,0,0
4290,2237,510,1241.7200,5237.9900,0.007000,self_collision,1177,3113,0,0,0,0,0,0
4291,4799,1550,3433.7500,5237.9900,0.007000,wall_collision,1178,3113,0,0,0,0,0,0
4292,1850,530,1197.4700,5237.9900,0.007000,self_collision,1178,3114,0,0,0,0,0,0
4293,5326,1340,3214.6800,5237.9900,0.007000,self_collision,1178,3115,0,0,0,0,0,0
4294,1757,600,1338.3400,5237.9900,0.007000,self_collision,1178,3116,0,0,0,0,0,0
4295,4742,1450,3282.2900,5237.9900,0.007000,self_collision,1178,3117,0,0,0,0,0,0
4296,1598,450,1036.3400,5237.9900,0.007000,self_collision,1178,3118,0,0,0,0,0,0
4297,1187,390,852.8500,5237.9900,0.007000,self_collision,1178,3119,0,0,0,0,0,0
4298,3171,1120,2493.0600,5237.9900,0.007000,self_collision,1178,3120,0,0,0,0,0,0
4299,1855,530,1227.9000,5237.9900,0.007000,self_collision,1178,3121,0,0,0,0,0,0
4300,2011,590,1368.5100,5237.9900,0.007000,self_collision,1178,3122,0,0,0,0,0,0
4301,977,400,831.1900,5237.9900,0.007000,wall_collision,1179,3122,0,0,0,0,0,0
4302,3269,1010,2359.6300,5237.9900,0.007000,self_collision,1179,3123,0,0,0,0,0,0
4303,3585,1160,2678.0900,5237.9900,0.007000,self_collision,1179,3124,0,0,0,0,0,0
4304,2744,830,1968.3100,5237.9900,0.007000,wall_collision,1180,3124,0,0,0,0,0,0
4305,3190,1070,2408.7400,5237.9900,0.007000,self_collision,1180,3125,0,0,0,0,0,0
4306,2668,860,1959.7400,5237.9900,0.007000,self_collision,1180,3126,0,0,0,0,0,0
4307,156,40,51.5200,5237.9900,0.007000,wall_collision,1181,3126,0,0,0,0,0,0
4308,3737,1000,2359.7300,5237.9900,0.007000,self_collision,1181,3127,0,0,0,0,0,0
4309,503,180,335.2500,5237.9900,0.007000,self_collision,1181,3128,0,0,0,0,0,0
4310,4257,1200,2829.0100,5237.9900,0.007000,self_collision,1181,3129,0,0,0,0,0,0
4311,4504,1440,3215.8900,5237.9900,0.007000,self_collision,1181,3130,0,0,0,0,0,0
4312,4579,1440,3283.0000,5237.9900,0.007000,self_collision,1181,3131,0,0,0,0,0,0
4313,899,260,561.1000,5237.9900,0.007000,self_collision,1181,3132,0,0,0,0,0,0
4314,3843,1020,2445.6700,5237.9900,0.007000,self_collision,1181,3133,0,0,0,0,0,0
4315,2055,740,1644.0500,5237.9900,0.007000,wall_collision,1182,3133,0,0,0,0,0,0
4316,4235,1130,2760.7300,5237.9900,0.007000,wall_collision,1183,3133,0,0,0,0,0,0
4317,669,240,483.6800,5237.9900,0.007000,self_collision,1183,3134,0,0,0,0,0,0
4318,2357,770,1765.3600,5237.9900,0.007000,wall_collision,1184,3134,0,0,0,0,0,0
4319,1831,520,1202.6600,5237.9900,0.007000,wall_collision,1185,3134,0,0,0,0,0,0
4320,352,120,205.1600,5237.9900,0.007000,self_collision,1185,3135,0,0,0,0,0,0
4321,6452,1600,3823.8800,5237.9900,0.007000,wall_collision,1186,3135,0,0,0,0,0,0
4322,2469,780,1726.8200,5237.9900,0.007000,self_collision,1186,3136,0,0,0,0,0,0
4323,1771,550,1241.5700,5237.9900,0.007000,self_collision,1186,3137,0,0,0,0,0,0
4324,2027,600,1412.4200,5237.9900,0.007000,wall_collision,1187,3137,0,0,0,0,0,0
4325,3270,800,1917.2800,5237.9900,0.007000,self_collision,1187,3138,0,0,0,0,0,0
4326,5513,1690,3781.2000,5237.9900,0.007000,self_collision,1187,3139,0,0,0,0,0,0
4327,6473,1590,3754.5500,5237.9900,0.007000,self_collision,1187,3140,0,0,0,0,0,0
4328,2826,820,1923.4800,5237.9900,0.007000,self_collision,1187,3141,0,0,0,0,0,0
4329,3081,960,2155.2500,5237.9900,0.007000,self_collision,1187,3142,0,0,0,0,0,0
4330,4633,1390,3189.5900,5237.9900,0.007000,self_collision,1187,3143,0,0,0,0,0,0
4331,2721,850,1965.1700,5237.9900,0.007000,self_collision,1187,3144,0,0,0,0,0,0
4332,3272,1090,2449.3100,5237.9900,0.007000,self_collision,1187,3145,0,0,0,0,0,0
4333,367,120,207.5000,5237.9900,0.007000,self_collision,1187,3146,0,0,0,0,0,0
4334,4306,1360,3135.8700,5237.9900,0.007000,self_collision,1187,3147,0,0,0,0,0,0
4335,3780,1000,2352.7500,5237.9900,0.007000,wall_collision,1188,3147,0,0,0,0,0,0
4336,3174,930,2197.2000,5237.9900,0.007000,self_collision,1188,3148,0,0,0,0,0,0
4337,2427,710,1681.2500,5237.9900,0.007000,wall_collision,1189,3148,0,0,0,0,0,0
4338,4381,1340,3017.6300,5237.9900,0.007000,self_collision,1189,3149,0,0,0,0,0,0
4339,2164,740,1663.0400,5237.9900,0.007000,wall_collision,1190,3149,0,0,0,0,0,0
4340,5000,1300,3080.2600,5237.9900,0.007000,self_collision,1190,3150,0,0,0,0,0,0
4341,2754,960,2169.7200,5237.9900,0.007000,wall_collision,1191,3150,0,0,0,0,0,0
4342,6721,1920,4347.9700,5237.9900,0.007000,self_collision,1191,3151,0,0,0,0,0,0
4343,6400,1700,3909.2500,5237.9900,0.007000,self_collision,1191,3152,0,0,0,0,0,0
4344,2631,950,2124.6000,5237.9900,0.007000,self_collision,1191,3153,0,0,0,0,0,0
4345,611,210,408.7000,5237.9900,0.007000,self_collision,1191,3154,0,0,0,0,0,0
4346,1442,540,1160.4400,5237.9900,0.007000,self_collision,1191,3155,0,0,0,0,0,0
4347,5843,1840,4211.4400,5237.9900,0.007000,self_collision,1191,3156,0,0,0,0,0,0
4348,589,150,319.1500,5237.9900,0.007000,wall_collision,1192,3156,0,0,0,0,0,0
4349,5107,1360,3245.0300,5237.9900,0.007000,self_collision,1192,3157,0,0,0,0,0,0
4350,4734,1340,3173.0700,5237.9900,0.007000,wall_collision,1193,3157,0,0,0,0,0,0
4351,2473,840,1911.5200,5237.9900,0.007000,wall_collision,1194,3157,0,0,0,0,0,0
4352,4191,1290,2913.6100,5237.9900,0.007000,self_collision,1194,3158,0,0,0,0,0,0
4353,3032,850,2040.9800,5237.9900,0.007000,wall_collision,1195,3158,0,0,0,0,0,0
4354,2618,860,1922.7000,5237.9900,0.007000,self_collision,1195,3159,0,0,0,0,0,0
4355,452,120,224.2400,5237.9900,0.007000,self_collision,1195,3160,0,0,0,0,0,0
4356,2395,780,1738.9100,5237.9900,0.007000,self_collision,1195,3161,0,0,0,0,0,0
4357,4874,1590,3591.8700,5237.9900,0.007000,self_collision,1195,3162,0,0,0,0,0,0
4358,3240,900,2087.4100,5237.9900,0.007000,self_collision,1195,3163,0,0,0,0,0,0
4359,660,180,383.4800,5237.9900,0.007000,wall_collision,1196,3163,0,0,0,0,0,0
4360,1265,400,862.1800,5237.9900,0.007000,self_collision,1196,3164,0,0,0,0,0,0
4361,4107,1290,2971.8600,5237.9900,0.007000,wall_collision,1197,3164,0,0,0,0,0,0
4362,64,20,-5.2900,5237.9900,0.007000,wall_collision,1198,3164,0,0,0,0,0,0
4363,6842,1820,4103.5600,5237.9900,0.007000,wall_collision,1199,3164,0,0,0,0,0,0
4364,2429,730,1697.7500,5237.9900,0.007000,self_collision,1199,3165,0,0,0,0,0,0
4365,1325,500,1069.5600,5237.9900,0.007000,self_collision,1199,3166,0,0,0,0,0,0
4366,1019,350,767.1200,5237.9900,0.007000,wall_collision,1200,3166,0,0,0,0,0,0
4367,2830,820,1960.4800,5237.9900,0.007000,self_collision,1200,3167,0,0,0,0,0,0
4368,1220,450,928.7300,5237.9900,0.007000,self_collision,1200,3168,0,0,0,0,0,0
4369,3788,1210,2767.7300,5237.9900,0.007000,self_collision,1200,3169,0,0,0,0,0,0
4370,2108,610,1443.8200,5237.9900,0.007000,self_collision,1200,3170,0,0,0,0,0,0
4371,4324,1460,3308.8800,5237.9900,0.007000,wall_collision,1201,3170,0,0,0,0,0,0
4372,2704,880,1956.2500,5237.9900,0.007000,self_collision,1201,3171,0,0,0,0,0,0
4373,1866,720,1593.6200,5237.9900,0.007000,self_collision,1201,3172,0,0,0,0,0,0
4374,4851,1240,2977.3000,5237.9900,0.007000,self_collision,1201,3173,0,0,0,0,0,0
4375,375,140,274.4800,5237.9900,0.007000,wall_collision,1202,3173,0,0,0,0,0,0
4376,1846,590,1337.6900,5237.9900,0.007000,self_collision,1202,3174,0,0,0,0,0,0
4377,1709,600,1291.3600,5237.9900,0.007000,self_collision,1202,3175,0,0,0,0,0,0
4378,6669,1920,4264.0500,5237.9900,0.007000,self_collision,1202,3176,0,0,0,0,0,0
4379,4475,1160,2764.8700,5237.9900,0.007000,self_collision,1202,3177,0,0,0,0,0,0
4380,1230,340,773.5000,5237.9900,0.007000,self_collision,1202,3178,0,0,0,0,0,0
4381,3542,1210,2751.2000,5237.9900,0.007000,self_collision,1202,3179,0,0,0,0,0,0
4382,2213,770,1676.5500,5237.9900,0.007000,self_collision,1202,3180,0,0,0,0,0,0
4383,3219,670,1765.1300,5237.9900,0.007000,wall_collision,1203,3180,0,0,0,0,0,0
4384,5839,1260,3134.8000,5237.9900,0.007000,self_collision,1203,3181,0,0,0,0,0,0
4385,5432,1450,3493.7100,5237.9900,0.007000,wall_collision,1204,3181,0,0,0,0,0,0
4386,4693,1380,3216.8000,5237.9900,0.007000,self_collision,1204,3182,0,0,0,0,0,0
4387,1549,580,1261.1000,5237.9900,0.007000,self_collision,1204,3183,0,0,0,0,0,0
4388,2581,710,1703.9400,5237.9900,0.007000,self_collision,1204,3184,0,0,0,0,0,0
4389,3849,1040,2412.7500,5237.9900,0.007000,self_collision,1204,3185,0,0,0,0,0,0
4390,4947,1350,3163.4200,5237.9900,0.007000,self_collision,1204,3186,0,0,0,0,0,0
4391,5427,1720,3977.2000,5237.9900,0.007000,wall_collision,1205,3186,0,0,0,0,0,0
4392,118,30,27.7300,5237.9900,0.007000,wall_collision,1206,3186,0,0,0,0,0,0
4393,4994,1360,3264.1300,5237.9900,0.007000,self_collision,1206,3187,0,0,0,0,0,0
4394,2565,750,1761.7300,5237.9900,0.007000,self_collision,1206,3188,0,0,0,0,0,0
4395,4199,1050,2520.9700,5237.9900,0.007000,self_collision,1206,3189,0,0,0,0,0,0
4396,6827,1770,4135.2800,5237.9900,0.007000,wall_collision,1207,3189,0,0,0,0,0,0
4397,3763,1190,2685.2800,5237.9900,0.007000,self_collision,1207,3190,0,0,0,0,0,0
4398,2065,700,1630.4700,5237.9900,0.007000,wall_collision,1208,3190,0,0,0,0,0,0
4399,438,160,295.1600,5237.9900,0.007000,self_collision,1208,3191,0,0,0,0,0,0
4400,2411,820,1879.2200,5237.9900,0.007000,self_collision,1208,3192,0,0,0,0,0,0
4401,1461,440,975.1500,5237.9900,0.007000,self_collision,1208,3193,0,0,0,0,0,0
4402,2151,790,1765.8400,5237.9900,0.007000,self_collision,1208,3194,0,0,0,0,0,0
4403,2634,810,1871.0900,5237.9900,0.007000,wall_collision,1209,3194,0,0,0,0,0,0
4404,3315,880,2120.2100,5237.9900,0.007000,self_collision,1209,3195,0,0,0,0,0,0
4405,2317,770,1751.5200,5237.9900,0.007000,self_collision,1209,3196,0,0,0,0,0,0
4406,1235,390,870.2500,5237.9900,0.007000,self_collision,1209,3197,0,0,0,0,0,0
4407,206,60,68.9800,5237.9900,0.007000,self_collision,1209,3198,0,0,0,0,0,0
4408,3786,1180,2744.1600,5237.9900,0.007000,wall_collision,1210,3198,0,0,0,0,0,0
4409,2300,870,1918.5200,5237.9900,0.007000,self_collision,1210,3199,0,0,0,0,0,0
4410,6043,1630,3902.7200,5237.9900,0.007000,self_collision,1210,3200,0,0,0,0,0,0
4411,2595,870,1955.3100,5237.9900,0.007000,self_collision,1210,3201,0,0,0,0,0,0
4412,2922,860,1965.6200,5237.9900,0.007000,self_collision,1210,3202,0,0,0,0,0,0
4413,2662,900,1998.8400,5237.9900,0.007000,self_collision,1210,3203,0,0,0,0,0,0
4414,2507,890,1958.6500,5237.9900,0.007000,self_collision,1210,3204,0,0,0,0,0,0
4415,7577,1600,3969.0200,5237.9900,0.007000,self_collision,1210,3205,0,0,0,0,0,0
4416,1491,420,955.3100,5237.9900,0.007000,self_collision,1210,3206,0,0,0,0,0,0
4417,2168,680,1547.2000,5237.9900,0.007000,self_collision,1210,3207,0,0,0,0,0,0
4418,2231,810,1822.8100,5237.9900,0.007000,wall_collision,1211,3207,0,0,0,0,0,0
4419,2169,730,1621.6000,5237.9900,0.007000,self_collision,1211,3208,0,0,0,0,0,0
4420,1249,440,922.2700,5237.9900,0.007000,self_collision,1211,3209,0,0,0,0,0,0
4421,1214,420,917.9500,5237.9900,0.007000,self_collision,1211,3210,0,0,0,0,0,0
4422,1889,550,1290.6000,5237.9900,0.007000,wall_collision,1212,3210,0,0,0,0,0,0
4423,168,70,105.8300,5237.9900,0.007000,wall_collision,1213,3210,0,0,0,0,0,0
4424,3571,1140,2575.8100,5237.9900,0.007000,self_collision,1213,3211,0,0,0,0,0,0
4425,2211,660,1539.9800,5237.9900,0.007000,self_collision,1213,3212,0,0,0,0,0,0
4426,4834,1320,3164.0900,5237.9900,0.007000,self_collision,1213,3213,0,0,0,0,0,0
4427,3565,1200,2731.2700,5237.9900,0.007000,self_collision,1213,3214,0,0,0,0,0,0
4428,1409,530,1136.2600,5237.9900,0.007000,self_collision,1213,3215,0,0,0,0,0,0
4429,2957,800,1963.7400,5237.9900,0.007000,wall_collision,1214,3215,0,0,0,0,0,0
4430,3022,850,2034.1300,5237.9900,0.007000,wall_collision,1215,3215,0,0,0,0,0,0
