episode,steps,score,episode_reward,best_reward,epsilon,end_reason,wall_collisions_total,self_collisions_total,board_filled_total,pipes_passed_episode,pipes_passed_total,pipe_collisions_total,ground_collisions_total,ceiling_collisions_total
52,2018,610,1399.3800,5056.9400,0.007000,self_collision,14,38,0,0,0,0,0,0
53,1277,380,879.4800,5056.9400,0.007000,wall_collision,15,38,0,0,0,0,0,0
54,3918,1310,2989.2600,5056.9400,0.007000,wall_collision,16,38,0,0,0,0,0,0
55,2696,610,1581.3600,5056.9400,0.007000,wall_collision,17,38,0,0,0,0,0,0
56,1847,670,1463.1700,5056.9400,0.007000,self_collision,17,39,0,0,0,0,0,0
57,3072,990,2185.4300,5056.9400,0.007000,self_collision,17,40,0,0,0,0,0,0
58,2798,910,2021.9200,5056.9400,0.007000,self_collision,17,41,0,0,0,0,0,0
59,262,90,131.8500,5056.9400,0.007000,self_collision,17,42,0,0,0,0,0,0
60,4726,1350,3224.5800,5056.9400,0.007000,self_collision,17,43,0,0,0,0,0,0
61,2503,920,2028.7500,5056.9400,0.007000,self_collision,17,44,0,0,0,0,0,0
62,5024,1370,3177.5000,5056.9400,0.007000,self_collision,17,45,0,0,0,0,0,0
63,1997,720,1570.7700,5056.9400,0.007000,self_collision,17,46,0,0,0,0,0,0
64,2969,930,2117.0500,5056.9400,0.007000,wall_collision,18,46,0,0,0,0,0,0
65,1716,620,1330.5900,5056.9400,0.007000,self_collision,18,47,0,0,0,0,0,0
66,4702,1430,3214.4000,5056.9400,0.007000,wall_collision,19,47,0,0,0,0,0,0
67,2413,710,1643.2900,5056.9400,0.007000,self_collision,19,48,0,0,0,0,0,0
68,4076,1070,2501.6500,5056.9400,0.007000,self_collision,19,49,0,0,0,0,0,0
69,2817,790,1844.8100,5056.9400,0.007000,self_collision,19,50,0,0,0,0,0,0
70,3635,1210,2782.1200,5056.9400,0.007000,wall_collision,20,50,0,0,0,0,0,0
71,2244,730,1649.7300,5056.9400,0.007000,wall_collision,21,50,0,0,0,0,0,0
72,2880,750,1775.9300,5056.9400,0.007000,self_collision,21,51,0,0,0,0,0,0
73,3673,920,2175.8500,5056.9400,0.007000,self_collision,21,52,0,0,0,0,0,0
74,3595,1210,2724.2200,5056.9400,0.007000,self_collision,21,53,0,0,0,0,0,0
75,2898,920,2095.9300,5056.9400,0.007000,self_collision,21,54,0,0,0,0,0,0
76,1546,560,1254.7400,5056.9400,0.007000,wall_collision,22,54,0,0,0,0,0,0
77,3976,1070,2543.3000,5056.9400,0.007000,self_collision,22,55,0,0,0,0,0,0
78,2325,740,1681.3700,5056.9400,0.007000,wall_collision,23,55,0,0,0,0,0,0
79,2513,720,1681.5900,5056.9400,0.007000,wall_collision,24,55,0,0,0,0,0,0
80,271,100,148.7000,5056.9400,0.007000,self_collision,24,56,0,0,0,0,0,0
81,1048,370,778.1700,5056.9400,0.007000,self_collision,24,57,0,0,0,0,0,0
82,2386,820,1800.0800,5056.9400,0.007000,self_collision,24,58,0,0,0,0,0,0
83,1905,600,1342.3300,5056.9400,0.007000,self_collision,24,59,0,0,0,0,0,0
84,84,10,-15.5900,5056.9400,0.007000,wall_collision,25,59,0,0,0,0,0,0
85,1646,570,1252.2000,5056.9400,0.007000,self_collision,25,60,0,0,0,0,0,0
86,2483,690,1622.9000,5056.9400,0.007000,self_collision,25,61,0,0,0,0,0,0
87,1667,550,1207.5700,5056.9400,0.007000,wall_collision,26,61,0,0,0,0,0,0
88,2170,620,1458.9800,5056.9400,0.007000,self_collision,26,62,0,0,0,0,0,0
89,3080,870,2018.0200,5056.9400,0.007000,self_collision,26,63,0,0,0,0,0,0
90,4430,1110,2660.0900,5056.9400,0.007000,wall_collision,27,63,0,0,0,0,0,0
91,1239,340,748.8500,5056.9400,0.007000,self_collision,27,64,0,0,0,0,0,0
92,3039,860,1985.8900,5056.9400,0.007000,self_collision,27,65,0,0,0,0,0,0
93,2415,790,1716.3700,5056.9400,0.007000,self_collision,27,66,0,0,0,0,0,0
94,2790,890,2037.6600,5056.9400,0.007000,self_collision,27,67,0,0,0,0,0,0
95,479,160,306.2200,5056.9400,0.007000,self_collision,27,68,0,0,0,0,0,0
96,611,200,394.6200,5056.9400,0.007000,self_collision,27,69,0,0,0,0,0,0
97,592,190,404.6300,5056.9400,0.007000,wall_collision,28,69,0,0,0,0,0,0
98,688,250,508.7300,5056.9400,0.007000,self_collision,28,70,0,0,0,0,0,0
99,1343,520,1106.3600,5056.9400,0.007000,self_collision,28,71,0,0,0,0,0,0
100,1983,670,1495.4400,5056.9400,0.007000,self_collision,28,72,0,0,0,0,0,0
101,3646,1180,2607.2100,5056.9400,0.007000,self_collision,28,73,0,0,0,0,0,0
102,2208,710,1576.7500,5056.9400,0.007000,self_collision,28,74,0,0,0,0,0,0
103,2063,600,1383.1500,5056.9400,0.007000,self_collision,28,75,0,0,0,0,0,0
104,491,120,217.7100,5056.9400,0.007000,self_collision,28,76,0,0,0,0,0,0
105,2052,650,1504.2500,5056.9400,0.007000,wall_collision,29,76,0,0,0,0,0,0
106,2695,920,2058.8000,5056.9400,0.007000,self_collision,29,77,0,0,0,0,0,0
107,2488,970,2118.0100,5056.9400,0.007000,self_collision,29,78,0,0,0,0,0,0
108,1931,580,1304.5800,5056.9400,0.007000,self_collision,29,79,0,0,0,0,0,0
109,2586,760,1726.5700,5056.9400,0.007000,self_collision,29,80,0,0,0,0,0,0
110,3725,1300,2866.6800,5056.9400,0.007000,self_collision,29,81,0,0,0,0,0,0
111,3573,1200,2692.0900,5056.9400,0.007000,self_collision,29,82,0,0,0,0,0,0
112,3661,1050,2468.8400,5056.9400,0.007000,self_collision,29,83,0,0,0,0,0,0
113,292,130,208.6100,5056.9400,0.007000,self_collision,29,84,0,0,0,0,0,0
114,3568,1100,2554.3200,5056.9400,0.007000,wall_collision,30,84,0,0,0,0,0,0
115,4738,1510,3432.7800,5056.9400,0.007000,wall_collision,31,84,0,0,0,0,0,0
116,1225,490,1052.3500,5056.9400,0.007000,wall_collision,32,84,0,0,0,0,0,0
117,3353,880,2120.2900,5056.9400,0.007000,self_collision,32,85,0,0,0,0,0,0
118,1537,560,1230.6200,5056.9400,0.007000,self_collision,32,86,0,0,0,0,0,0
119,3485,1210,2677.7900,5056.9400,0.007000,self_collision,32,87,0,0,0,0,0,0
120,628,210,449.6000,5056.9400,0.007000,wall_collision,33,87,0,0,0,0,0,0
121,3342,960,2248.3400,5056.9400,0.007000,self_collision,33,88,0,0,0,0,0,0
122,4228,1160,2828.8200,5056.9400,0.007000,self_collision,33,89,0,0,0,0,0,0
123,2964,940,2126.6900,5056.9400,0.007000,self_collision,33,90,0,0,0,0,0,0
124,1044,310,664.2100,5056.9400,0.007000,self_collision,33,91,0,0,0,0,0,0
125,2713,970,2134.9100,5056.9400,0.007000,self_collision,33,92,0,0,0,0,0,0
126,3218,960,2287.1300,5056.9400,0.007000,wall_collision,34,92,0,0,0,0,0,0
127,4941,1550,3508.6100,5056.9400,0.007000,self_collision,34,93,0,0,0,0,0,0
128,1580,490,1117.9200,5056.9400,0.007000,self_collision,34,94,0,0,0,0,0,0
129,267,100,153.7400,5056.9400,0.007000,self_collision,34,95,0,0,0,0,0,0
130,2504,860,1943.5600,5056.9400,0.007000,self_collision,34,96,0,0,0,0,0,0
131,536,140,279.1800,5056.9400,0.007000,self_collision,34,97,0,0,0,0,0,0
132,2733,900,2036.5100,5056.9400,0.007000,self_collision,34,98,0,0,0,0,0,0
133,2619,920,2037.3200,5056.9400,0.007000,self_collision,34,99,0,0,0,0,0,0
134,262,70,94.8100,5056.9400,0.007000,self_collision,34,100,0,0,0,0,0,0
135,1828,450,1070.3900,5056.9400,0.007000,wall_collision,35,100,0,0,0,0,0,0
136,940,320,702.0100,5056.9400,0.007000,wall_collision,36,100,0,0,0,0,0,0
137,3589,1150,2594.1100,5056.9400,0.007000,wall_collision,37,100,0,0,0,0,0,0
138,1158,410,874.0500,5056.9400,0.007000,self_collision,37,101,0,0,0,0,0,0
139,2366,680,1591.6700,5056.9400,0.007000,self_collision,37,102,0,0,0,0,0,0
140,2242,770,1709.9200,5056.9400,0.007000,self_collision,37,103,0,0,0,0,0,0
141,2927,900,1986.8100,5056.9400,0.007000,self_collision,37,104,0,0,0,0,0,0
142,3001,820,1867.4500,5056.9400,0.007000,self_collision,37,105,0,0,0,0,0,0
143,1753,480,1110.6900,5056.9400,0.007000,self_collision,37,106,0,0,0,0,0,0
144,4411,1120,2706.7400,5056.9400,0.007000,self_collision,37,107,0,0,0,0,0,0
145,1328,450,1004.7100,5056.9400,0.007000,wall_collision,38,107,0,0,0,0,0,0
146,775,300,598.6400,5056.9400,0.007000,self_collision,38,108,0,0,0,0,0,0
147,1055,320,698.1600,5056.9400,0.007000,self_collision,38,109,0,0,0,0,0,0
148,2403,840,1864.3900,5056.9400,0.007000,self_collision,38,110,0,0,0,0,0,0
149,4840,1530,3382.3100,5056.9400,0.007000,self_collision,38,111,0,0,0,0,0,0
150,4128,1300,2882.0700,5056.9400,0.007000,self_collision,38,112,0,0,0,0,0,0
151,4294,1110,2605.3600,5056.9400,0.007000,self_collision,38,113,0,0,0,0,0,0
152,1012,360,765.1200,5056.9400,0.007000,self_collision,38,114,0,0,0,0,0,0
153,3909,1010,2436.2100,5056.9400,0.007000,wall_collision,39,114,0,0,0,0,0,0
154,2743,890,1951.3600,5056.9400,0.007000,self_collision,39,115,0,0,0,0,0,0
155,2651,850,1886.5200,5056.9400,0.007000,self_collision,39,116,0,0,0,0,0,0
156,5147,1760,3911.6800,5056.9400,0.007000,self_collision,39,117,0,0,0,0,0,0
157,1832,660,1432.7900,5056.9400,0.007000,self_collision,39,118,0,0,0,0,0,0
158,2170,790,1766.8200,5056.9400,0.007000,wall_collision,40,118,0,0,0,0,0,0
159,1087,270,604.7300,5056.9400,0.007000,self_collision,40,119,0,0,0,0,0,0
160,218,100,140.5700,5056.9400,0.007000,self_collision,40,120,0,0,0,0,0,0
161,4528,1430,3261.9900,5056.9400,0.007000,wall_collision,41,120,0,0,0,0,0,0
162,5209,1200,2964.3000,5056.9400,0.007000,wall_collision,42,120,0,0,0,0,0,0
163,2654,920,2049.9200,5056.9400,0.007000,self_collision,42,121,0,0,0,0,0,0
164,3242,930,2147.8000,5056.9400,0.007000,self_collision,42,122,0,0,0,0,0,0
165,2622,840,1878.9400,5056.9400,0.007000,self_collision,42,123,0,0,0,0,0,0
166,2203,610,1424.8300,5056.9400,0.007000,self_collision,42,124,0,0,0,0,0,0
167,2528,850,1867.1800,5056.9400,0.007000,self_collision,42,125,0,0,0,0,0,0
168,1510,530,1163.6400,5056.9400,0.007000,self_collision,42,126,0,0,0,0,0,0
169,3304,980,2309.3600,5056.9400,0.007000,self_collision,42,127,0,0,0,0,0,0
170,4556,1390,3194.8000,5056.9400,0.007000,wall_collision,43,127,0,0,0,0,0,0
171,4439,1220,2884.4200,5056.9400,0.007000,self_collision,43,128,0,0,0,0,0,0
172,3055,770,1915.5800,5056.9400,0.007000,wall_collision,44,128,0,0,0,0,0,0
173,3932,1280,2904.4900,5056.9400,0.007000,self_collision,44,129,0,0,0,0,0,0
174,2640,780,1793.4000,5056.9400,0.007000,self_collision,44,130,0,0,0,0,0,0
175,3666,890,2201.5500,5056.9400,0.007000,self_collision,44,131,0,0,0,0,0,0
176,3557,1110,2530.5200,5056.9400,0.007000,self_collision,44,132,0,0,0,0,0,0
177,1719,500,1149.9000,5056.9400,0.007000,wall_collision,45,132,0,0,0,0,0,0
178,1841,670,1473.4200,5056.9400,0.007000,self_collision,45,133,0,0,0,0,0,0
179,4161,1390,3157.6300,5056.9400,0.007000,wall_collision,46,133,0,0,0,0,0,0
180,1434,530,1136.9300,5056.9400,0.007000,self_collision,46,134,0,0,0,0,0,0
181,2050,730,1606.2700,5056.9400,0.007000,self_collision,46,135,0,0,0,0,0,0
182,3114,1020,2359.0500,5056.9400,0.007000,wall_collision,47,135,0,0,0,0,0,0
183,7297,1990,4458.2100,5056.9400,0.007000,self_collision,47,136,0,0,0,0,0,0
184,1813,520,1199.7600,5056.9400,0.007000,self_collision,47,137,0,0,0,0,0,0
185,2996,1050,2329.6500,5056.9400,0.007000,self_collision,47,138,0,0,0,0,0,0
186,3249,1130,2548.4800,5056.9400,0.007000,self_collision,47,139,0,0,0,0,0,0
187,4081,1040,2549.4500,5056.9400,0.007000,self_collision,47,140,0,0,0,0,0,0
188,2367,700,1636.5100,5056.9400,0.007000,self_collision,47,141,0,0,0,0,0,0
189,4793,1420,3265.8400,5056.9400,0.007000,self_collision,47,142,0,0,0,0,0,0
190,3245,1130,2518.2500,5056.9400,0.007000,wall_collision,48,142,0,0,0,0,0,0
191,452,150,301.2000,5056.9400,0.007000,wall_collision,49,142,0,0,0,0,0,0
192,2154,620,1433.4700,5056.9400,0.007000,self_collision,49,143,0,0,0,0,0,0
193,84,30,-11.9300,5056.9400,0.007000,self_collision,49,144,0,0,0,0,0,0
194,1455,470,1075.6200,5056.9400,0.007000,wall_collision,50,144,0,0,0,0,0,0
195,1210,380,841.5000,5056.9400,0.007000,self_collision,50,145,0,0,0,0,0,0
196,3300,1070,2415.7000,5056.9400,0.007000,wall_collision,51,145,0,0,0,0,0,0
197,1802,520,1153.6600,5056.9400,0.007000,self_collision,51,146,0,0,0,0,0,0
198,1176,410,912.8900,5056.9400,0.007000,wall_collision,52,146,0,0,0,0,0,0
199,3486,1130,2601.7700,5056.9400,0.007000,self_collision,52,147,0,0,0,0,0,0
200,2157,720,1572.6200,5056.9400,0.007000,self_collision,52,148,0,0,0,0,0,0
201,3122,1040,2326.3400,5056.9400,0.007000,self_collision,52,149,0,0,0,0,0,0
202,2659,910,2049.5600,5056.9400,0.007000,wall_collision,53,149,0,0,0,0,0,0
203,3818,1090,2564.5900,5056.9400,0.007000,self_collision,53,150,0,0,0,0,0,0
204,2316,850,1928.0900,5056.9400,0.007000,wall_collision,54,150,0,0,0,0,0,0
205,3103,960,2186.8500,5056.9400,0.007000,self_collision,54,151,0,0,0,0,0,0
206,2315,820,1810.4800,5056.9400,0.007000,self_collision,54,152,0,0,0,0,0,0
207,1418,470,1058.6800,5056.9400,0.007000,wall_collision,55,152,0,0,0,0,0,0
208,3375,1110,2505.1200,5056.9400,0.007000,self_collision,55,153,0,0,0,0,0,0
209,2562,800,1802.2000,5056.9400,0.007000,self_collision,55,154,0,0,0,0,0,0
210,3477,950,2220.4400,5056.9400,0.007000,self_collision,55,155,0,0,0,0,0,0
211,3026,1000,2254.1100,5056.9400,0.007000,self_collision,55,156,0,0,0,0,0,0
212,1496,580,1234.0100,5056.9400,0.007000,self_collision,55,157,0,0,0,0,0,0
213,4157,1170,2760.9100,5056.9400,0.007000,self_collision,55,158,0,0,0,0,0,0
214,4053,1090,2591.1000,5056.9400,0.007000,self_collision,55,159,0,0,0,0,0,0
215,4529,1340,3026.0100,5056.9400,0.007000,self_collision,55,160,0,0,0,0,0,0
216,2160,590,1381.1900,5056.9400,0.007000,self_collision,55,161,0,0,0,0,0,0
217,2574,890,1962.9100,5056.9400,0.007000,self_collision,55,162,0,0,0,0,0,0
218,2836,800,1904.5200,5056.9400,0.007000,wall_collision,56,162,0,0,0,0,0,0
219,3001,860,1969.0600,5056.9400,0.007000,self_collision,56,163,0,0,0,0,0,0
220,2256,600,1411.1000,5056.9400,0.007000,self_collision,56,164,0,0,0,0,0,0
221,949,320,671.7100,5056.9400,0.007000,self_collision,56,165,0,0,0,0,0,0
222,877,310,647.9900,5056.9400,0.007000,self_collision,56,166,0,0,0,0,0,0
223,3653,1200,2681.7600,5056.9400,0.007000,self_collision,56,167,0,0,0,0,0,0
224,829,220,499.1200,5056.9400,0.007000,wall_collision,57,167,0,0,0,0,0,0
225,2998,1000,2250.4000,5056.9400,0.007000,self_collision,57,168,0,0,0,0,0,0
226,2796,800,1858.7200,5056.9400,0.007000,self_collision,57,169,0,0,0,0,0,0
227,2820,820,1854.6800,5056.9400,0.007000,self_collision,57,170,0,0,0,0,0,0
228,2563,830,1895.9700,5056.9400,0.007000,self_collision,57,171,0,0,0,0,0,0
229,4615,1380,3153.5600,5056.9400,0.007000,self_collision,57,172,0,0,0,0,0,0
230,1298,460,990.7600,5056.9400,0.007000,self_collision,57,173,0,0,0,0,0,0
231,1056,310,677.2100,5056.9400,0.007000,self_collision,57,174,0,0,0,0,0,0
232,2413,810,1802.4200,5056.9400,0.007000,self_collision,57,175,0,0,0,0,0,0
233,4172,1220,2802.4600,5056.9400,0.007000,self_collision,57,176,0,0,0,0,0,0
234,2520,890,1993.2100,5056.9400,0.007000,self_collision,57,177,0,0,0,0,0,0
235,4511,1250,2954.1400,5056.9400,0.007000,self_collision,57,178,0,0,0,0,0,0
236,1786,590,1328.6800,5056.9400,0.007000,self_collision,57,179,0,0,0,0,0,0
237,4636,1500,3322.2600,5056.9400,0.007000,self_collision,57,180,0,0,0,0,0,0
238,2674,810,1863.3600,5056.9400,0.007000,self_collision,57,181,0,0,0,0,0,0
239,1145,340,776.1200,5056.9400,0.007000,wall_collision,58,181,0,0,0,0,0,0
240,215,60,96.2400,5056.9400,0.007000,wall_collision,59,181,0,0,0,0,0,0
241,7905,1830,4284.5200,5056.9400,0.007000,self_collision,59,182,0,0,0,0,0,0
242,4043,1310,2998.2700,5056.9400,0.007000,wall_collision,60,182,0,0,0,0,0,0
243,4714,1550,3445.3700,5056.9400,0.007000,self_collision,60,183,0,0,0,0,0,0
244,1926,680,1502.8800,5056.9400,0.007000,self_collision,60,184,0,0,0,0,0,0
245,1933,690,1508.7000,5056.9400,0.007000,self_collision,60,185,0,0,0,0,0,0
246,4212,1270,2858.6000,5056.9400,0.007000,self_collision,60,186,0,0,0,0,0,0
247,2745,780,1785.8400,5056.9400,0.007000,wall_collision,61,186,0,0,0,0,0,0
248,701,250,496.9600,5056.9400,0.007000,self_collision,61,187,0,0,0,0,0,0
249,2170,730,1608.3600,5056.9400,0.007000,self_collision,61,188,0,0,0,0,0,0
250,3886,990,2365.3500,5056.9400,0.007000,wall_collision,62,188,0,0,0,0,0,0
251,955,280,636.6900,5056.9400,0.007000,wall_collision,63,188,0,0,0,0,0,0
252,1100,360,778.7100,5056.9400,0.007000,self_collision,63,189,0,0,0,0,0,0
253,248,80,112.7800,5056.9400,0.007000,self_collision,63,190,0,0,0,0,0,0
254,1989,580,1345.8900,5056.9400,0.007000,self_collision,63,191,0,0,0,0,0,0
255,3817,1090,2571.5500,5056.9400,0.007000,self_collision,63,192,0,0,0,0,0,0
256,870,290,640.9100,5056.9400,0.007000,wall_collision,64,192,0,0,0,0,0,0
257,6246,1670,3923.4400,5056.9400,0.007000,self_collision,64,193,0,0,0,0,0,0
258,5235,1530,3528.6200,5056.9400,0.007000,self_collision,64,194,0,0,0,0,0,0
259,2600,840,1894.7300,5056.9400,0.007000,self_collision,64,195,0,0,0,0,0,0
260,1787,670,1493.6200,5056.9400,0.007000,wall_collision,65,195,0,0,0,0,0,0
261,618,200,399.8800,5056.9400,0.007000,self_collision,65,196,0,0,0,0,0,0
262,3992,1140,2703.9400,5056.9400,0.007000,self_collision,65,197,0,0,0,0,0,0
263,562,160,349.4400,5056.9400,0.007000,wall_collision,66,197,0,0,0,0,0,0
264,2002,740,1650.0900,5056.9400,0.007000,wall_collision,67,197,0,0,0,0,0,0
265,3681,980,2363.1600,5056.9400,0.007000,wall_collision,68,197,0,0,0,0,0,0
266,4975,1250,3028.4800,5056.9400,0.007000,self_collision,68,198,0,0,0,0,0,0
267,1635,530,1162.5400,5056.9400,0.007000,self_collision,68,199,0,0,0,0,0,0
268,2083,670,1541.6300,5056.9400,0.007000,self_collision,68,200,0,0,0,0,0,0
269,584,190,390.4900,5056.9400,0.007000,wall_collision,69,200,0,0,0,0,0,0
270,2648,750,1760.3200,5056.9400,0.007000,self_collision,69,201,0,0,0,0,0,0
271,5140,1310,3145.3800,5056.9400,0.007000,self_collision,69,202,0,0,0,0,0,0
272,628,190,383.7300,5056.9400,0.007000,self_collision,69,203,0,0,0,0,0,0
273,2660,920,2118.5900,5056.9400,0.007000,wall_collision,70,203,0,0,0,0,0,0
274,4023,1340,2955.8100,5056.9400,0.007000,self_collision,70,204,0,0,0,0,0,0
275,3362,1070,2436.0300,5056.9400,0.007000,self_collision,70,205,0,0,0,0,0,0
276,3741,1020,2412.4400,5056.9400,0.007000,self_collision,70,206,0,0,0,0,0,0
277,2409,730,1692.6800,5056.9400,0.007000,self_collision,70,207,0,0,0,0,0,0
278,2284,710,1615.9100,5056.9400,0.007000,wall_collision,71,207,0,0,0,0,0,0
279,2767,800,1822.7400,5056.9400,0.007000,self_collision,71,208,0,0,0,0,0,0
280,2048,660,1516.1400,5056.9400,0.007000,wall_collision,72,208,0,0,0,0,0,0
281,4210,1200,2840.5800,5056.9400,0.007000,self_collision,72,209,0,0,0,0,0,0
282,2256,680,1572.4600,5056.9400,0.007000,self_collision,72,210,0,0,0,0,0,0
283,3407,1140,2632.4900,5056.9400,0.007000,wall_collision,73,210,0,0,0,0,0,0
284,2182,750,1664.6700,5056.9400,0.007000,self_collision,73,211,0,0,0,0,0,0
285,2454,760,1680.0300,5056.9400,0.007000,self_collision,73,212,0,0,0,0,0,0
286,971,350,740.7400,5056.9400,0.007000,self_collision,73,213,0,0,0,0,0,0
287,530,140,252.9900,5056.9400,0.007000,self_collision,73,214,0,0,0,0,0,0
288,3801,1010,2415.2200,5056.9400,0.007000,self_collision,73,215,0,0,0,0,0,0
289,3454,1020,2363.5000,5056.9400,0.007000,self_collision,73,216,0,0,0,0,0,0
290,3349,1090,2433.1800,5056.9400,0.007000,self_collision,73,217,0,0,0,0,0,0
291,1274,430,904.8600,5056.9400,0.007000,self_collision,73,218,0,0,0,0,0,0
292,1546,470,1034.4000,5056.9400,0.007000,self_collision,73,219,0,0,0,0,0,0
293,4938,1300,3140.1200,5056.9400,0.007000,wall_collision,74,219,0,0,0,0,0,0
294,6918,1640,3970.8000,5056.9400,0.007000,self_collision,74,220,0,0,0,0,0,0
295,717,180,389.5900,5056.9400,0.007000,wall_collision,75,220,0,0,0,0,0,0
296,1438,380,897.0100,5056.9400,0.007000,wall_collision,76,220,0,0,0,0,0,0
297,2574,750,1740.5000,5056.9400,0.007000,self_collision,76,221,0,0,0,0,0,0
298,2346,830,1832.1800,5056.9400,0.007000,self_collision,76,222,0,0,0,0,0,0
299,2645,930,2063.8200,5056.9400,0.007000,self_collision,76,223,0,0,0,0,0,0
300,2053,670,1436.5500,5056.9400,0.007000,self_collision,76,224,0,0,0,0,0,0
301,4004,970,2359.6100,5056.9400,0.007000,self_collision,76,225,0,0,0,0,0,0
302,2706,770,1817.0600,5056.9400,0.007000,self_collision,76,226,0,0,0,0,0,0
303,6264,1580,3670.0200,5056.9400,0.007000,self_collision,76,227,0,0,0,0,0,0
304,706,260,517.3900,5056.9400,0.007000,self_collision,76,228,0,0,0,0,0,0
305,1381,470,1046.6500,5056.9400,0.007000,self_collision,76,229,0,0,0,0,0,0
